first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Antonio,Reyes,"Málaga, España",+34 645909235,antonio.reyes@hotmail.com,53,Mobile - Basic,Annual,Single,Medium,High,11.26,9,244,1,Low,,
Sergio,Castillo,"Zaragoza, España",+34 619923329,sergio.castillo@hotmail.com,24,Fiber Only (Premium),Monthly,Single,Medium,High,43.2,10,284,0,Low,,
Lucas,Gil,"Barcelona, España",+34 621871353,lucas.gil@hotmail.com,32,Mobile + Fiber (Standard),Annual,Single,Medium,High,54.34,3,108,3,Low,,
Marisol,Muñoz,"Zaragoza, España",+34 681306737,marisol.muñoz@hotmail.com,49,Fiber + TV + Mobile (Basic),Annual,Family,Medium,Low,52.13,2,158,2,Medium,,
Diego,Vazquez,"Bilbao, España",+34 665077696,diego.vazquez@hotmail.com,71,Mobile - Standard,Monthly,Single,High,Low,28.51,1,106,2,High,No Longer Needed,Contract Freeze
Carla,Lopez,"Bilbao, España",+34 659373733,carla.lopez@hotmail.com,76,Mobile - Basic,Annual,Single,Medium,Medium,13.34,2,156,1,Medium,,
Florencia,Mendez,"Madrid, España",+34 667326801,florencia.mendez@hotmail.com,58,Mobile - Unlimited,Annual,Family,High,High,47.48,2,103,4,Low,,
Salvador,Hernandez,"Bilbao, España",+34 646654061,salvador.hernandez@hotmail.com,29,Mobile - Standard,Annual,Single,Medium,Low,22.36,2,119,2,High,Low Data Allowance,Upgrade to Better Plan
Victor,Jimenez,"Madrid, España",+34 660696565,victor.jimenez@hotmail.com,63,Fiber + TV + Mobile (Premium),Annual,Family,Medium,Medium,74.45,3,39,4,High,No Longer Needed,Contract Freeze
Vanessa,Perez,"Madrid, España",+34 615607500,vanessa.perez@hotmail.com,32,Fiber + TV + Mobile (Unlimited),Monthly,Family,High,Medium,91.2,9,100,6,Medium,,
Clara,Rodriguez,"Madrid, España",+34 652205964,clara.rodriguez@hotmail.com,33,Fiber + TV + Mobile (Premium),Monthly,Family,Low,High,76.14,8,294,4,Low,,
Carmen,Iglesias,"Valencia, España",+34 681159740,carmen.iglesias@hotmail.com,49,Mobile - Basic,Annual,Couple,High,Low,14.04,3,286,1,High,Moving to Another Provider,
Lidia,Ruiz,"Bilbao, España",+34 621339049,lidia.ruiz@hotmail.com,44,Fiber + TV,Annual,Single,High,High,30.35,9,271,0,Low,,
Carlos,Peña,"Málaga, España",+34 619330271,carlos.peña@hotmail.com,36,Fiber Only (Basic),Annual,Single,Medium,High,29.63,9,71,0,Low,,
Cristina,Cano,"Bilbao, España",+34 676387394,cristina.cano@hotmail.com,53,Mobile - Unlimited,Annual,Single,Low,Medium,46.34,6,118,4,Low,,
Diana,Guerrero,"Barcelona, España",+34 621827659,diana.guerrero@hotmail.com,76,Fiber + TV + Mobile (Basic),Annual,Couple,High,High,50.64,2,27,2,Low,,
Sandra,Blanco,"Madrid, España",+34 673116779,sandra.blanco@hotmail.com,24,Fiber + TV + Mobile (Basic),Annual,Family,Medium,High,56.01,7,64,2,Low,,
Andres,Serrano,"Bilbao, España",+34 630094750,andres.serrano@hotmail.com,22,Fiber Only (Basic),Monthly,Family,Low,High,27.07,8,254,0,Low,,
Milagros,Martin,"Málaga, España",+34 631326975,milagros.martin@hotmail.com,44,Mobile - Standard,Annual,Single,Low,Low,27.18,1,100,2,High,High Price,10% Discount
Adrian,Gutierrez,"Zaragoza, España",+34 630401439,adrian.gutierrez@hotmail.com,31,Mobile - Standard,Monthly,Family,High,High,23.25,8,241,2,Low,,
Matias,Cruz,"Bilbao, España",+34 616433537,matias.cruz@hotmail.com,38,Mobile - Standard,Annual,Couple,Low,Low,27.23,1,257,2,Medium,,
Luis,Ortiz,"Madrid, España",+34 630912426,luis.ortiz@hotmail.com,79,Fiber Only (Premium),Annual,Single,Low,High,41.69,4,211,0,Low,,
Alberto,Delgado,"Barcelona, España",+34 686484655,alberto.delgado@hotmail.com,75,Fiber + TV + Mobile (Basic),Annual,Single,Low,Medium,56.03,10,114,2,Medium,,
Eva,Navarro,"Málaga, España",+34 610069674,eva.navarro@hotmail.com,19,Fiber + TV + Mobile (Premium),Monthly,Single,Low,High,76.03,1,146,4,Low,,
Belen,Gonzalez,"Sevilla, España",+34 681127849,belen.gonzalez@hotmail.com,77,Fiber Only (Basic),Monthly,Single,High,High,28.29,7,31,0,Low,,
Enrique,Aguilar,"Bilbao, España",+34 654876976,enrique.aguilar@hotmail.com,55,Mobile - Basic,Monthly,Single,Medium,High,14.24,9,255,1,Low,,
Emma,Flores,"Zaragoza, España",+34 645194881,emma.flores@hotmail.com,49,Fiber + TV + Mobile (Premium),Monthly,Family,Medium,Low,70.21,4,224,4,Medium,,
Patricia,Molina,"Málaga, España",+34 669755489,patricia.molina@hotmail.com,48,Fiber Only (Premium),Monthly,Couple,Medium,High,44.58,10,70,0,Low,,
Teresa,Romero,"Barcelona, España",+34 699237419,teresa.romero@hotmail.com,70,Mobile - Unlimited,Annual,Couple,Medium,Low,47.96,1,29,4,Medium,,
Daniel,Ramos,"Barcelona, España",+34 678149611,daniel.ramos@hotmail.com,78,Mobile - Basic,Monthly,Single,Medium,Medium,16.48,3,243,1,High,Better Offers Elsewhere,
Hugo,Torres,"Madrid, España",+34 606660285,hugo.torres@hotmail.com,39,Fiber Only (Basic),Monthly,Family,High,High,26.72,8,52,0,Low,,
Andrea,Vega,"Málaga, España",+34 611223579,andrea.vega@hotmail.com,51,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,Medium,95.53,4,141,6,High,Better Offers Elsewhere,
Maria,Alvarez,"Zaragoza, España",+34 635318058,maria.alvarez@hotmail.com,42,Fiber + TV + Mobile (Basic),Annual,Single,Medium,High,53.63,9,169,2,Low,,
Miguel,Santos,"Bilbao, España",+34 655475653,miguel.santos@hotmail.com,52,Fiber + TV,Annual,Single,Medium,Low,36.25,1,85,0,Medium,,
Alejandro,Dominguez,"Málaga, España",+34 697451338,alejandro.dominguez@hotmail.com,21,Fiber + TV,Annual,Family,Low,Medium,34.04,9,170,0,Low,,
Alicia,Ramirez,"Madrid, España",+34 665203573,alicia.ramirez@hotmail.com,29,Mobile - Basic,Monthly,Single,Low,Medium,14.41,1,180,1,Medium,,
Julian,Gomez,"Málaga, España",+34 643218443,julian.gomez@hotmail.com,47,Mobile - Basic,Annual,Single,Medium,Medium,12.77,2,225,1,Medium,,
Javier,Fernandez,"Bilbao, España",+34 693144880,javier.fernandez@hotmail.com,74,Fiber + TV + Mobile (Premium),Annual,Couple,Low,Medium,76.1,9,283,4,Low,,
Julia,Campos,"Bilbao, España",+34 659209375,julia.campos@hotmail.com,58,Fiber Only (Premium),Annual,Single,Low,Medium,45.72,7,73,0,Medium,,
David,Marquez,"Málaga, España",+34 626113662,david.marquez@hotmail.com,68,Fiber + TV + Mobile (Unlimited),Annual,Family,High,High,93.43,9,115,6,Low,,
Jose,Garcia,"Valencia, España",+34 662362568,jose.garcia@hotmail.com,50,Fiber + TV,Monthly,Single,Low,High,30.19,8,136,0,Low,,
Bianca,Herrera,"Bilbao, España",+34 677020533,bianca.herrera@hotmail.com,42,Fiber + TV + Mobile (Basic),Monthly,Family,Medium,Medium,50.81,2,112,2,Low,,
Olga,Castro,"Valencia, España",+34 621494948,olga.castro@hotmail.com,42,Mobile - Basic,Monthly,Family,High,High,18.78,8,246,1,Low,,
Martina,Martinez,"Sevilla, España",+34 649304509,martina.martinez@hotmail.com,46,Fiber + TV + Mobile (Premium),Annual,Couple,High,Medium,73.49,9,133,4,Medium,,
Veronica,Sanchez,"Barcelona, España",+34 668253336,veronica.sanchez@hotmail.com,39,Fiber + TV,Monthly,Single,Low,Medium,33.83,4,146,0,Low,,
Noelia,Moreno,"Bilbao, España",+34 695440748,noelia.moreno@hotmail.com,54,Mobile + Fiber (Standard),Monthly,Couple,Medium,High,56.69,9,116,3,Low,,
Valeria,Morales,"Barcelona, España",+34 670973933,valeria.morales@hotmail.com,56,Mobile + Fiber (Standard),Annual,Single,Low,Medium,56.38,10,183,3,Low,,
Estefania,Ortega,"Valencia, España",+34 625002986,estefania.ortega@hotmail.com,72,Mobile - Standard,Annual,Single,Medium,High,27.95,9,86,2,Low,,
Fatima,Diaz,"Valencia, España",+34 601346564,fatima.diaz@hotmail.com,64,Mobile + Fiber (Standard),Annual,Family,High,High,57.84,9,65,3,Low,,
Pedro,Leon,"Zaragoza, España",+34 690298475,pedro.leon@hotmail.com,71,Mobile - Standard,Monthly,Family,Low,Medium,24.6,7,112,2,Medium,,
Raquel,Reyes,"Bilbao, España",+34 634115286,raquel.reyes@hotmail.com,64,Mobile - Unlimited,Annual,Family,Low,Medium,45.78,4,86,4,Medium,,
Lorena,Castillo,"Sevilla, España",+34 680610452,lorena.castillo@hotmail.com,27,Fiber + TV + Mobile (Premium),Monthly,Single,Low,Medium,72.74,6,70,4,High,Moving to Another Provider,
Beatriz,Gil,"Sevilla, España",+34 662503259,beatriz.gil@hotmail.com,37,Fiber Only (Premium),Monthly,Single,High,Medium,47.99,10,151,0,Low,,
Rosa,Muñoz,"Málaga, España",+34 694956463,rosa.muñoz@hotmail.com,71,Fiber + TV + Mobile (Premium),Monthly,Family,Low,High,78.68,9,241,4,Low,,
Roberto,Vazquez,"Zaragoza, España",+34 618491515,roberto.vazquez@hotmail.com,18,Fiber + TV,Annual,Couple,Low,Low,36.05,5,225,0,High,Poor Service,
Marta,Lopez,"Sevilla, España",+34 642121030,marta.lopez@hotmail.com,68,Fiber Only (Premium),Monthly,Single,High,Low,43.61,1,161,0,High,Moving to Another Provider,
Angela,Mendez,"Málaga, España",+34 642747943,angela.mendez@hotmail.com,57,Fiber Only (Premium),Annual,Family,Low,High,42.34,10,115,0,Low,,
Violeta,Hernandez,"Zaragoza, España",+34 644244618,violeta.hernandez@hotmail.com,25,Mobile + Fiber (Standard),Monthly,Single,High,Medium,56.19,4,155,3,Low,,
Juan,Jimenez,"Málaga, España",+34 689667108,juan.jimenez@hotmail.com,76,Mobile - Basic,Annual,Family,Medium,High,17.43,8,233,1,Low,,
Joaquin,Perez,"Barcelona, España",+34 658023725,joaquin.perez@hotmail.com,75,Mobile - Basic,Monthly,Family,High,Medium,15.49,8,38,1,Low,,
Tamara,Rodriguez,"Madrid, España",+34 608793899,tamara.rodriguez@hotmail.com,72,Fiber + TV,Annual,Single,Medium,High,33.76,6,56,0,Medium,,
Camila,Iglesias,"Valencia, España",+34 649995956,camila.iglesias@hotmail.com,27,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,High,92.12,8,209,6,Low,,
Francisco,Ruiz,"Barcelona, España",+34 655592533,francisco.ruiz@hotmail.com,52,Mobile - Basic,Monthly,Couple,High,High,15.65,9,180,1,Low,,
Pablo,Peña,"Barcelona, España",+34 689022733,pablo.peña@hotmail.com,77,Mobile - Unlimited,Annual,Family,High,High,43.65,10,231,4,Medium,,
Celeste,Cano,"Madrid, España",+34 668285306,celeste.cano@hotmail.com,52,Fiber + TV,Annual,Single,Low,Low,38.09,5,68,0,High,No Longer Needed,Contract Freeze
Gabriel,Guerrero,"Valencia, España",+34 689610138,gabriel.guerrero@hotmail.com,76,Fiber + TV,Monthly,Single,Low,Medium,32.13,10,149,0,Low,,
Nuria,Blanco,"Madrid, España",+34 609331901,nuria.blanco@hotmail.com,72,Mobile - Basic,Annual,Single,Medium,Medium,16.22,10,108,1,High,Better Offers Elsewhere,
Sara,Serrano,"Sevilla, España",+34 666219248,sara.serrano@hotmail.com,79,Mobile - Standard,Annual,Family,Medium,Low,29.98,1,234,2,Medium,,
Ruben,Martin,"Barcelona, España",+34 695616765,ruben.martin@hotmail.com,24,Fiber Only (Basic),Monthly,Single,Medium,Medium,20.34,1,21,0,Medium,,
Ricardo,Gutierrez,"Zaragoza, España",+34 639322320,ricardo.gutierrez@hotmail.com,26,Mobile - Standard,Annual,Single,High,High,20.59,10,32,2,Low,,
Laura,Cruz,"Málaga, España",+34 628750354,laura.cruz@hotmail.com,66,Fiber Only (Premium),Monthly,Couple,Low,High,47.77,10,236,0,Low,,
Ana,Ortiz,"Málaga, España",+34 617843820,ana.ortiz@hotmail.com,36,Fiber + TV + Mobile (Basic),Monthly,Family,Low,Medium,53.64,8,113,2,Medium,,
Fernando,Delgado,"Zaragoza, España",+34 692646466,fernando.delgado@hotmail.com,43,Fiber Only (Premium),Annual,Single,High,Medium,42.16,5,237,0,Low,,
Emilio,Navarro,"Zaragoza, España",+34 633231951,emilio.navarro@hotmail.com,60,Mobile - Basic,Annual,Family,Medium,Low,12.25,5,30,1,High,High Price,
Rocio,Gonzalez,"Madrid, España",+34 672536229,rocio.gonzalez@hotmail.com,69,Mobile + Fiber (Standard),Monthly,Couple,Medium,Medium,56.55,5,215,3,Medium,,
Oscar,Aguilar,"Valencia, España",+34 691161352,oscar.aguilar@hotmail.com,56,Mobile - Standard,Monthly,Couple,Medium,Low,29.61,2,103,2,High,High Price,
Ariadna,Flores,"Sevilla, España",+34 617906158,ariadna.flores@hotmail.com,32,Fiber + TV + Mobile (Premium),Monthly,Family,High,High,75.56,5,155,4,Low,,
Mario,Molina,"Valencia, España",+34 663076555,mario.molina@hotmail.com,74,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,Low,92.37,4,213,6,High,Low Data Allowance,Extra Data Package
Montserrat,Romero,"Barcelona, España",+34 638698203,montserrat.romero@hotmail.com,36,Fiber Only (Basic),Annual,Family,Low,Medium,20.46,6,183,0,Low,,
Elena,Ramos,"Barcelona, España",+34 651573115,elena.ramos@hotmail.com,29,Fiber + TV + Mobile (Basic),Monthly,Couple,High,Medium,58.26,10,132,2,Low,,
Claudia,Torres,"Málaga, España",+34 654170930,claudia.torres@hotmail.com,32,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,Low,98.5,2,25,6,High,Low Data Allowance,Upgrade to Better Plan
Sofia,Vega,"Zaragoza, España",+34 612888020,sofia.vega@hotmail.com,61,Mobile + Fiber (Standard),Annual,Couple,Low,High,54.92,7,286,3,Low,,
Daniela,Alvarez,"Madrid, España",+34 695073823,daniela.alvarez@hotmail.com,78,Fiber + TV + Mobile (Premium),Annual,Couple,Medium,Low,76.59,2,142,4,Medium,,
Carolina,Santos,"Barcelona, España",+34 633731793,carolina.santos@hotmail.com,32,Fiber + TV,Annual,Couple,High,Low,37.87,4,107,0,High,Poor Service,Dedicated Customer Support
Victoria,Dominguez,"Málaga, España",+34 693187203,victoria.dominguez@hotmail.com,70,Fiber Only (Premium),Annual,Family,Medium,Medium,45.97,7,280,0,Medium,,
Ismael,Ramirez,"Barcelona, España",+34 669045759,ismael.ramirez@hotmail.com,65,Fiber Only (Premium),Monthly,Family,Low,High,45.31,10,223,0,Low,,
Raul,Gomez,"Sevilla, España",+34 621339468,raul.gomez@hotmail.com,34,Fiber + TV + Mobile (Unlimited),Annual,Family,Low,Medium,96.96,4,169,6,Low,,
Gabriela,Fernandez,"Sevilla, España",+34 603793506,gabriela.fernandez@hotmail.com,37,Mobile + Fiber (Standard),Monthly,Family,High,High,55.36,9,70,3,Low,,
Paula,Campos,"Málaga, España",+34 672406304,paula.campos@hotmail.com,45,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,Medium,96.9,10,95,6,Low,,
Irene,Marquez,"Sevilla, España",+34 656605861,irene.marquez@hotmail.com,58,Fiber + TV + Mobile (Unlimited),Annual,Single,High,Medium,97.1,1,233,6,Low,,
Mireia,Garcia,"Zaragoza, España",+34 608462971,mireia.garcia@hotmail.com,59,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,50.92,1,127,2,Medium,,
Isabel,Herrera,"Zaragoza, España",+34 659753676,isabel.herrera@hotmail.com,22,Fiber + TV + Mobile (Basic),Monthly,Single,High,Medium,56.2,7,102,2,Low,,
Natalia,Castro,"Barcelona, España",+34 660358999,natalia.castro@hotmail.com,51,Mobile + Fiber (Standard),Annual,Couple,Low,High,57.36,10,268,3,Low,,
Manuel,Martinez,"Málaga, España",+34 607258436,manuel.martinez@hotmail.com,76,Fiber + TV + Mobile (Basic),Monthly,Couple,Low,High,52.24,6,59,2,Low,,
Silvia,Sanchez,"Barcelona, España",+34 624932402,silvia.sanchez@hotmail.com,55,Fiber Only (Premium),Monthly,Single,Low,Medium,45.65,4,107,0,Low,,
Marina,Moreno,"Zaragoza, España",+34 662838643,marina.moreno@hotmail.com,36,Mobile - Basic,Annual,Single,Medium,Medium,13.26,3,222,1,Low,,
Lucia,Morales,"Zaragoza, España",+34 625480630,lucia.morales@hotmail.com,52,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,Medium,93.16,9,210,6,Low,,
Felipe,Ortega,"Madrid, España",+34 636290793,felipe.ortega@hotmail.com,50,Mobile - Standard,Monthly,Family,Low,High,26.64,8,79,2,Low,,
Esteban,Diaz,"Zaragoza, España",+34 661700439,esteban.diaz@hotmail.com,42,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,Medium,99.67,4,37,6,Low,,
Ignacio,Leon,"Bilbao, España",+34 692061857,ignacio.leon@hotmail.com,52,Mobile + Fiber (Standard),Annual,Single,Low,Medium,59.8,2,66,3,Low,,
Antonio,Reyes,"Valencia, España",+34 698117326,antonio.reyes@hotmail.com,19,Mobile - Basic,Annual,Family,Low,Medium,11.35,4,92,1,Medium,,
Sergio,Castillo,"Barcelona, España",+34 683205911,sergio.castillo@hotmail.com,26,Fiber + TV + Mobile (Basic),Annual,Single,Low,High,52.53,1,73,2,Low,,
Lucas,Gil,"Málaga, España",+34 642466334,lucas.gil@hotmail.com,43,Mobile - Unlimited,Monthly,Couple,High,Medium,49.82,6,147,4,Low,,
Marisol,Muñoz,"Valencia, España",+34 692645425,marisol.muñoz@hotmail.com,75,Fiber + TV + Mobile (Basic),Monthly,Single,High,High,51.89,6,135,2,Low,,
Diego,Vazquez,"Sevilla, España",+34 664361126,diego.vazquez@hotmail.com,54,Mobile - Basic,Monthly,Single,Medium,High,15.08,9,246,1,Low,,
Carla,Lopez,"Bilbao, España",+34 613554342,carla.lopez@hotmail.com,18,Mobile - Standard,Annual,Couple,Low,High,20.08,7,175,2,Low,,
Florencia,Mendez,"Sevilla, España",+34 641188423,florencia.mendez@hotmail.com,39,Fiber + TV,Annual,Family,Medium,High,35.4,7,73,0,Low,,
Salvador,Hernandez,"Zaragoza, España",+34 681598097,salvador.hernandez@hotmail.com,73,Fiber + TV + Mobile (Unlimited),Annual,Family,Low,High,93.11,9,103,6,Low,,
Victor,Jimenez,"Sevilla, España",+34 674061367,victor.jimenez@hotmail.com,77,Fiber + TV + Mobile (Basic),Monthly,Couple,Medium,High,52.52,7,243,2,Low,,
Vanessa,Perez,"Madrid, España",+34 687837586,vanessa.perez@hotmail.com,35,Mobile + Fiber (Standard),Annual,Family,High,Low,57.08,4,176,3,High,Moving to Another Provider,
Clara,Rodriguez,"Zaragoza, España",+34 686552582,clara.rodriguez@hotmail.com,68,Mobile + Fiber (Standard),Monthly,Single,High,Low,54.69,1,237,3,High,High Price,
Carmen,Iglesias,"Valencia, España",+34 681021104,carmen.iglesias@hotmail.com,52,Mobile - Standard,Monthly,Single,Medium,Medium,21.31,8,106,2,Low,,
Lidia,Ruiz,"Málaga, España",+34 627952476,lidia.ruiz@hotmail.com,55,Mobile - Standard,Monthly,Single,Low,Low,29.7,1,231,2,High,Poor Service,
Carlos,Peña,"Málaga, España",+34 699555544,carlos.peña@hotmail.com,54,Fiber + TV + Mobile (Basic),Monthly,Couple,High,High,51.91,6,136,2,Low,,
Cristina,Cano,"Valencia, España",+34 621451612,cristina.cano@hotmail.com,33,Mobile + Fiber (Standard),Annual,Couple,High,High,50.75,5,60,3,Low,,
Diana,Guerrero,"Valencia, España",+34 667573357,diana.guerrero@hotmail.com,33,Fiber Only (Premium),Monthly,Family,Medium,High,47.3,10,87,0,Low,,
Sandra,Blanco,"Valencia, España",+34 691794802,sandra.blanco@hotmail.com,69,Fiber Only (Premium),Annual,Family,High,High,45.7,7,97,0,Low,,
Andres,Serrano,"Valencia, España",+34 660254397,andres.serrano@hotmail.com,75,Mobile - Unlimited,Annual,Couple,High,High,47.2,10,211,4,Low,,
Milagros,Martin,"Madrid, España",+34 642522567,milagros.martin@hotmail.com,24,Fiber + TV + Mobile (Unlimited),Annual,Single,High,Medium,97.06,8,57,6,High,Better Offers Elsewhere,iPhone Discount or Free Device
Adrian,Gutierrez,"Zaragoza, España",+34 611456794,adrian.gutierrez@hotmail.com,76,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,Low,58.96,5,132,2,High,No Longer Needed,Contract Freeze
Matias,Cruz,"Sevilla, España",+34 639333844,matias.cruz@hotmail.com,23,Fiber Only (Premium),Monthly,Couple,Low,Low,47.73,2,108,0,High,Moving to Another Provider,
Luis,Ortiz,"Madrid, España",+34 697242961,luis.ortiz@hotmail.com,65,Fiber + TV + Mobile (Premium),Monthly,Single,High,High,77.92,7,74,4,Low,,
Alberto,Delgado,"Madrid, España",+34 633472669,alberto.delgado@hotmail.com,24,Mobile - Standard,Annual,Couple,Low,High,28.33,3,185,2,Low,,
Eva,Navarro,"Zaragoza, España",+34 668732527,eva.navarro@hotmail.com,57,Mobile - Basic,Annual,Couple,Medium,Low,12.41,3,229,1,Medium,,
Belen,Gonzalez,"Málaga, España",+34 676204921,belen.gonzalez@hotmail.com,67,Mobile - Basic,Monthly,Couple,Low,High,19.64,9,135,1,Low,,
Enrique,Aguilar,"Málaga, España",+34 611034867,enrique.aguilar@hotmail.com,43,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Medium,53.34,5,118,2,High,Poor Service,
Emma,Flores,"Valencia, España",+34 637049458,emma.flores@hotmail.com,76,Fiber + TV,Annual,Couple,High,Medium,30.17,10,29,0,Low,,
Patricia,Molina,"Sevilla, España",+34 600725321,patricia.molina@hotmail.com,57,Mobile - Unlimited,Monthly,Family,Medium,Medium,43.42,10,271,4,Low,,
Teresa,Romero,"Barcelona, España",+34 615569177,teresa.romero@hotmail.com,26,Mobile + Fiber (Standard),Annual,Family,Medium,Medium,50.51,5,32,3,Medium,,
Daniel,Ramos,"Madrid, España",+34 631336546,daniel.ramos@hotmail.com,68,Fiber + TV,Annual,Family,High,High,39.52,3,261,0,Low,,
Hugo,Torres,"Barcelona, España",+34 688969880,hugo.torres@hotmail.com,57,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,High,90.66,6,201,6,Low,,
Andrea,Vega,"Valencia, España",+34 627086541,andrea.vega@hotmail.com,77,Fiber Only (Basic),Monthly,Family,Low,High,26.01,9,222,0,Low,,
Maria,Alvarez,"Zaragoza, España",+34 648398397,maria.alvarez@hotmail.com,44,Fiber Only (Basic),Annual,Single,Medium,High,28.2,6,187,0,Medium,,
Miguel,Santos,"Barcelona, España",+34 699231208,miguel.santos@hotmail.com,33,Mobile - Basic,Monthly,Couple,Medium,Medium,11.25,10,162,1,Medium,,
Alejandro,Dominguez,"Madrid, España",+34 639005745,alejandro.dominguez@hotmail.com,46,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Medium,57.16,8,243,2,Low,,
Alicia,Ramirez,"Sevilla, España",+34 609661664,alicia.ramirez@hotmail.com,55,Fiber Only (Premium),Annual,Family,Low,High,41.29,7,115,0,Low,,
Julian,Gomez,"Zaragoza, España",+34 632968476,julian.gomez@hotmail.com,60,Mobile - Unlimited,Annual,Couple,Medium,Medium,46.53,6,275,4,Medium,,
Javier,Fernandez,"Madrid, España",+34 631212722,javier.fernandez@hotmail.com,62,Mobile - Standard,Annual,Couple,Low,High,22.65,3,81,2,Low,,
Julia,Campos,"Sevilla, España",+34 641408225,julia.campos@hotmail.com,71,Mobile + Fiber (Standard),Monthly,Family,High,High,54.04,7,235,3,Low,,
David,Marquez,"Madrid, España",+34 615727038,david.marquez@hotmail.com,18,Mobile + Fiber (Standard),Annual,Family,Low,High,50.26,6,149,3,Low,,
